Country,Year,Disease Name,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%),Prevalence Category,Disease Category_Bacterial,Disease Category_Cardiovascular,Disease Category_Chronic,Disease Category_Genetic,Disease Category_Infectious,Disease Category_Metabolic,Disease Category_Neurological,Disease Category_Parasitic,Disease Category_Respiratory,Disease Category_Viral
Turkey,2015,Parkinson's Disease,16.15,5.43,9.68,36-60,0,82.97,1.15,9.05,Surgery,18745,No,56.15,4340,5.69,31345,0.72,78.69,Very High,False,False,False,False,False,False,True,False,False,False
France,2009,Ebola,15.44,4.09,1.61,19-35,0,81.55,1.65,4.45,Medication,14831,Yes,64.97,2663,4.03,7073,0.5,26.12,Very High,False,False,False,False,False,False,True,False,False,False
Turkey,2002,Asthma,17.21,6.84,5.32,19-35,0,75.87,3.53,5.03,Therapy,12744,Yes,98.95,3561,0.8,88865,0.7,35.72,Very High,False,False,False,False,False,True,False,False,False,False
China,2012,Zika,10.22,13.95,8.69,19-35,1,98.44,3.94,9.83,Surgery,8081,No,81.11,3106,1.65,59657,0.57,50.71,High,False,False,False,False,False,False,False,False,True,False
Italy,2003,Cholera,18.04,12.59,9.72,0-18,2,87.69,4.69,8.17,Medication,19921,Yes,52.55,2630,1.67,27471,0.53,62.8,Very High,False,True,False,False,False,False,False,False,False,False
Italy,2002,Polio,5.32,8.1,6.11,19-35,0,81.22,3.57,6.63,Surgery,38396,Yes,51.2,4406,2.57,43171,0.74,37.8,Medium,False,False,False,False,True,False,False,False,False,False
India,2015,HIV/AIDS,8.1,0.83,9.88,0-18,0,51.04,2.97,4.73,Therapy,24763,No,61.46,2328,4.61,79902,0.54,62.0,Medium,False,False,False,False,False,False,False,False,True,False
Italy,2003,Polio,6.17,6.1,1.82,61+,0,67.65,0.88,4.47,Surgery,22778,No,63.05,2225,0.27,45208,0.4,88.49,Medium,False,False,False,False,False,False,False,False,True,False
UK,2006,Hypertension,8.64,5.53,7.56,19-35,0,86.19,1.73,5.74,Vaccination,19482,No,89.46,3774,0.81,48546,0.66,71.09,Medium,False,False,False,False,False,False,False,False,True,False
Japan,2012,Diabetes,7.04,14.84,2.96,19-35,2,68.33,0.53,3.01,Vaccination,31656,No,72.14,3780,2.51,85464,0.89,30.28,Medium,False,False,False,False,False,False,True,False,False,False
Nigeria,2011,Dengue,8.4,5.0,5.35,0-18,0,84.39,1.48,5.92,Medication,43566,No,93.48,4661,0.89,57390,0.66,34.55,Medium,False,False,False,False,False,False,False,False,True,False
Italy,2018,Parkinson's Disease,19.88,10.71,1.29,36-60,1,98.6,3.88,0.79,Vaccination,15657,Yes,67.24,1848,9.04,21569,0.8,43.86,Very High,False,True,False,False,False,False,False,False,False,False
Argentina,2004,Tuberculosis,4.28,9.53,1.59,0-18,2,96.02,1.59,8.45,Medication,30844,No,59.54,517,5.37,96342,0.82,69.15,Low,False,False,False,False,False,False,True,False,False,False
Italy,2013,Ebola,12.31,7.43,8.36,0-18,0,66.16,2.3,6.03,Therapy,12834,No,70.15,3570,4.04,45325,0.52,84.57,High,False,True,False,False,False,False,False,False,False,False
Canada,2010,Tuberculosis,1.41,14.54,2.54,36-60,1,83.74,2.4,5.13,Vaccination,25528,Yes,53.09,2201,0.32,1940,0.72,74.89,Low,False,False,False,False,False,False,False,True,False,False
South Africa,2007,Hypertension,5.18,14.95,1.19,36-60,1,98.26,3.63,7.94,Vaccination,10047,Yes,75.64,2434,1.31,61059,0.45,22.56,Medium,False,False,False,True,False,False,False,False,False,False
Canada,2018,HIV/AIDS,1.44,8.24,4.83,61+,0,56.52,3.97,4.61,Medication,23812,Yes,58.14,4314,7.0,49109,0.86,31.49,Low,False,True,False,False,False,False,False,False,False,False
Italy,2010,Hypertension,4.94,14.57,1.93,0-18,0,74.95,2.0,3.43,Vaccination,9321,No,55.08,950,9.28,58770,0.69,31.9,Low,False,False,False,False,False,False,False,False,False,False
Brazil,2009,COVID-19,8.99,3.0,3.14,0-18,0,63.84,1.14,5.95,Surgery,13871,Yes,53.4,281,5.12,90126,0.65,48.46,Medium,False,False,False,False,False,False,False,False,False,False
Brazil,2002,Leprosy,9.48,0.26,1.53,19-35,1,60.4,1.15,3.92,Vaccination,28295,No,80.3,1493,8.53,15459,0.84,32.6,Medium,False,False,False,True,False,False,False,False,False,False
Brazil,2006,Asthma,3.88,0.15,8.07,36-60,0,56.82,3.62,5.97,Therapy,42289,No,98.21,1224,7.36,18818,0.45,51.3,Low,False,False,False,False,False,False,False,False,False,False
South Africa,2009,Malaria,18.28,4.46,1.25,36-60,1,69.57,2.5,0.91,Vaccination,33419,Yes,80.02,2378,6.47,89634,0.7,81.89,Very High,False,False,False,False,False,False,False,False,False,True
France,2011,Rabies,4.91,3.63,7.57,0-18,0,63.75,1.91,4.12,Vaccination,14550,Yes,62.48,1071,4.33,27243,0.6,59.93,Low,False,False,False,False,True,False,False,False,False,False
Japan,2024,Measles,0.47,3.48,4.97,19-35,1,53.84,1.45,2.17,Surgery,26880,No,82.47,2746,3.8,40447,0.78,84.4,Low,False,False,False,True,False,False,False,False,False,False
UK,2010,Diabetes,19.41,14.25,5.95,19-35,1,81.48,1.99,4.12,Vaccination,15532,Yes,81.08,2272,6.06,74073,0.52,26.11,Very High,False,False,False,False,False,False,False,False,True,False
Japan,2007,HIV/AIDS,11.68,12.42,2.71,61+,2,83.5,3.94,6.96,Vaccination,24588,No,76.64,114,3.46,93411,0.48,66.21,High,False,False,False,False,False,False,False,False,False,False
South Africa,2014,Alzheimer's Disease,16.07,11.37,1.86,36-60,1,57.29,1.7,8.35,Therapy,39715,No,63.44,906,1.98,81771,0.43,83.42,Very High,False,False,False,False,False,True,False,False,False,False
China,2023,Hepatitis,6.98,6.04,4.71,0-18,2,82.13,2.89,8.16,Vaccination,31902,No,62.5,4578,6.31,19271,0.44,61.01,Medium,False,True,False,False,False,False,False,False,False,False
UK,2006,COVID-19,15.35,2.14,0.71,19-35,0,95.11,4.48,9.71,Surgery,3690,No,61.5,3009,0.37,27163,0.61,70.21,Very High,False,False,False,False,False,False,False,False,True,False
USA,2002,Alzheimer's Disease,5.41,2.43,6.7,0-18,0,89.46,4.26,6.22,Vaccination,48633,No,53.84,1643,9.97,58671,0.82,27.54,Medium,False,False,False,False,False,True,False,False,False,False
Canada,2017,Cancer,6.53,1.89,4.99,61+,0,55.34,4.97,3.65,Surgery,24460,Yes,71.27,1206,4.36,67295,0.7,87.87,Medium,False,False,False,False,False,True,False,False,False,False
Canada,2021,Zika,12.96,10.17,9.3,19-35,1,70.38,1.98,9.79,Therapy,2948,Yes,59.57,2853,0.4,98346,0.57,79.37,High,True,False,False,False,False,False,False,False,False,False
South Africa,2003,Diabetes,12.09,14.51,5.18,0-18,0,62.35,4.84,9.12,Vaccination,2927,Yes,63.3,3065,3.4,16916,0.66,72.5,High,False,False,False,True,False,False,False,False,False,False
Canada,2017,Asthma,16.42,13.52,5.52,19-35,2,57.91,4.49,3.47,Therapy,44456,No,60.42,4155,2.16,83731,0.45,46.86,Very High,False,False,False,False,False,False,False,False,False,True
Mexico,2012,Leprosy,10.43,6.54,7.51,0-18,2,52.33,1.16,6.09,Medication,27828,No,95.3,4792,8.89,66525,0.56,30.04,High,False,False,False,False,False,False,False,False,True,False
Japan,2022,Parkinson's Disease,8.92,14.88,0.89,0-18,0,87.84,0.87,4.78,Vaccination,29267,Yes,79.92,1866,5.31,69478,0.85,47.91,Medium,False,False,False,False,True,False,False,False,False,False
Japan,2021,COVID-19,1.45,9.79,3.34,36-60,1,85.67,3.46,6.34,Surgery,13779,Yes,62.15,3766,6.62,18937,0.46,36.21,Low,False,False,False,False,False,False,False,False,True,False
Brazil,2010,COVID-19,6.55,11.6,6.8,36-60,0,96.01,2.49,5.25,Therapy,41577,Yes,93.15,3317,2.51,93595,0.47,71.65,Medium,False,False,True,False,False,False,False,False,False,False
Australia,2016,Hypertension,8.63,1.82,8.79,61+,1,68.25,0.53,4.75,Medication,13684,No,82.17,3334,5.04,54058,0.48,49.33,Medium,False,False,False,False,False,False,False,False,False,False
Brazil,2017,Diabetes,13.2,11.47,4.6,19-35,1,89.59,4.12,5.63,Vaccination,26392,Yes,71.94,1677,7.86,74550,0.48,56.18,High,True,False,False,False,False,False,False,False,False,False
Saudi Arabia,2020,Cholera,2.35,13.64,3.65,19-35,2,64.21,4.99,8.19,Vaccination,637,Yes,97.64,3601,7.76,99527,0.85,78.79,Low,False,False,False,False,False,False,False,False,False,False
Germany,2000,Zika,1.87,14.92,5.16,0-18,2,79.5,1.44,8.46,Medication,37496,No,83.13,865,3.48,80951,0.87,27.83,Low,False,True,False,False,False,False,False,False,False,False
Mexico,2023,Polio,11.12,5.96,3.09,19-35,2,68.34,3.99,8.01,Medication,6393,No,66.7,1887,9.6,87598,0.63,70.12,High,True,False,False,False,False,False,False,False,False,False
France,2014,Zika,5.51,12.95,6.88,0-18,0,61.68,1.95,0.73,Vaccination,10151,Yes,88.48,974,3.45,72985,0.56,53.35,Medium,False,False,False,False,True,False,False,False,False,False
Mexico,2019,Diabetes,2.58,1.23,7.41,36-60,0,64.7,0.62,6.04,Vaccination,25223,No,77.42,2391,6.89,65755,0.83,54.2,Low,False,False,False,False,False,False,False,False,False,True
India,2019,Ebola,12.65,13.9,0.87,36-60,1,72.5,2.02,3.34,Surgery,44545,Yes,77.63,3014,1.53,76415,0.81,31.48,High,False,False,False,False,False,True,False,False,False,False
South Korea,2022,Tuberculosis,16.99,4.09,1.54,19-35,1,73.63,0.64,4.98,Medication,17539,Yes,52.09,341,8.27,55610,0.77,52.99,Very High,False,False,False,False,False,False,False,False,False,False
Australia,2017,Dengue,8.79,7.42,8.02,19-35,2,90.77,0.58,1.62,Vaccination,11849,No,91.66,1888,2.76,11510,0.55,27.66,Medium,False,False,False,False,False,True,False,False,False,False
Canada,2013,Cholera,13.85,5.45,9.61,0-18,0,98.19,1.2,8.45,Therapy,8232,No,55.34,259,2.4,99607,0.44,44.37,High,False,True,False,False,False,False,False,False,False,False
Brazil,2016,Asthma,2.7,11.39,9.81,19-35,2,79.6,3.52,4.95,Surgery,4903,Yes,80.24,3548,1.26,38421,0.84,52.2,Low,False,False,False,False,True,False,False,False,False,False
China,2018,Leprosy,12.9,14.6,4.14,0-18,0,85.22,3.27,6.57,Vaccination,40121,No,76.48,550,1.93,19939,0.85,58.62,High,False,False,False,False,False,False,True,False,False,False
Indonesia,2001,Hypertension,3.24,0.43,2.12,36-60,1,54.07,3.14,9.09,Vaccination,32325,Yes,92.95,2110,4.93,86168,0.79,25.86,Low,False,True,False,False,False,False,False,False,False,False
Indonesia,2005,Polio,2.76,8.31,1.05,61+,2,61.32,0.8,6.2,Vaccination,2918,No,53.55,2651,1.43,35012,0.71,53.1,Low,False,False,True,False,False,False,False,False,False,False
Nigeria,2015,Ebola,10.27,4.02,1.17,0-18,2,91.59,2.33,1.86,Surgery,5884,Yes,96.88,3251,9.35,10055,0.69,43.78,High,False,True,False,False,False,False,False,False,False,False
Mexico,2005,Asthma,7.0,1.69,3.3,19-35,1,77.31,2.65,1.1,Surgery,18716,No,60.43,2187,0.16,80604,0.56,72.93,Medium,False,False,False,True,False,False,False,False,False,False
Mexico,2002,Malaria,8.8,10.76,2.44,36-60,1,75.83,1.93,3.9,Surgery,10456,Yes,84.88,4853,0.27,19706,0.83,57.76,Medium,False,False,False,False,True,False,False,False,False,False
France,2001,Tuberculosis,12.48,13.66,3.17,61+,0,86.01,0.91,5.96,Surgery,25938,No,89.63,343,5.66,57672,0.55,66.93,High,False,False,False,True,False,False,False,False,False,False
USA,2020,Cholera,1.79,6.89,6.44,19-35,0,75.87,2.88,4.41,Vaccination,49936,No,55.23,4819,9.8,35748,0.83,38.94,Low,False,False,False,False,False,True,False,False,False,False
Australia,2017,Parkinson's Disease,11.39,6.29,3.71,0-18,2,71.0,1.02,1.32,Medication,35531,No,66.18,3469,1.51,88111,0.57,46.04,High,False,False,True,False,False,False,False,False,False,False
Russia,2009,Polio,19.31,11.98,4.4,61+,1,66.54,2.64,6.19,Vaccination,25884,Yes,71.0,2422,9.1,43215,0.43,62.8,Very High,False,False,False,False,False,True,False,False,False,False
USA,2024,Cancer,4.95,13.4,4.89,61+,1,77.37,1.89,1.74,Surgery,28051,Yes,69.35,4880,5.11,69335,0.61,30.2,Low,False,False,False,False,False,False,False,False,False,False
USA,2008,Alzheimer's Disease,3.41,8.6,3.41,0-18,2,50.91,1.06,3.17,Therapy,47669,No,98.5,1064,9.38,14799,0.48,81.42,Low,False,False,False,False,False,False,False,False,False,False
Russia,2003,COVID-19,15.52,0.24,6.54,0-18,0,67.21,3.0,9.6,Vaccination,38893,No,62.98,4637,0.21,62214,0.63,27.29,Very High,False,False,False,False,True,False,False,False,False,False
USA,2024,Cancer,16.25,7.64,7.56,36-60,2,88.43,0.62,9.99,Medication,12985,No,65.96,4614,3.63,75308,0.57,26.72,Very High,False,False,False,False,False,False,False,False,True,False
Brazil,2003,Parkinson's Disease,18.04,1.35,6.99,0-18,1,89.11,1.22,4.8,Surgery,33942,No,93.86,3484,0.56,53489,0.83,28.21,Very High,False,False,False,False,False,False,False,False,False,True
UK,2017,Influenza,18.52,9.26,9.28,61+,2,89.29,2.26,4.46,Vaccination,24050,No,81.71,3894,7.23,1525,0.73,37.73,Very High,False,False,False,False,True,False,False,False,False,False
Japan,2011,Ebola,12.98,10.56,0.93,19-35,2,65.21,4.0,7.44,Medication,2873,Yes,56.31,4195,6.92,80210,0.87,62.17,High,False,True,False,False,False,False,False,False,False,False
South Korea,2021,Dengue,4.92,13.13,3.57,61+,0,54.14,4.72,3.87,Medication,25206,Yes,98.9,3578,5.22,27226,0.58,54.71,Low,False,False,False,False,False,True,False,False,False,False
Canada,2017,Cancer,6.37,14.17,5.73,36-60,1,61.09,1.43,8.04,Vaccination,43573,No,94.53,1671,0.81,33100,0.89,23.21,Medium,False,False,True,False,False,False,False,False,False,False
France,2018,Cancer,2.61,13.77,9.08,0-18,1,50.87,2.55,0.64,Therapy,35842,No,70.04,2677,1.7,30318,0.68,36.68,Low,False,False,False,False,False,False,False,True,False,False
Italy,2019,Malaria,19.45,6.91,3.27,0-18,0,84.01,3.84,8.81,Therapy,1876,Yes,78.12,2408,5.76,12789,0.73,63.6,Very High,False,False,False,False,True,False,False,False,False,False
Canada,2009,Cholera,0.74,1.45,7.24,19-35,1,92.27,3.03,9.32,Medication,21404,Yes,76.76,1537,6.29,91385,0.76,56.04,Low,False,False,False,False,False,False,False,True,False,False
Brazil,2013,Tuberculosis,4.64,13.08,0.72,19-35,0,56.02,3.21,9.27,Surgery,23903,No,51.11,3433,4.69,83568,0.59,85.01,Low,False,True,False,False,False,False,False,False,False,False
Argentina,2012,HIV/AIDS,17.98,2.9,7.7,36-60,1,58.93,2.2,2.21,Vaccination,15599,Yes,61.3,3368,1.52,21216,0.74,78.56,Very High,False,False,True,False,False,False,False,False,False,False
Germany,2020,HIV/AIDS,2.01,12.76,3.68,36-60,0,77.51,3.04,3.48,Therapy,39102,Yes,59.44,1926,4.12,61683,0.83,62.36,Low,False,False,False,False,False,False,False,False,False,False
France,2015,Dengue,15.95,7.36,1.49,61+,0,58.3,1.66,3.38,Therapy,4576,No,65.86,3303,9.96,68670,0.45,61.15,Very High,False,False,False,False,False,False,False,False,True,False
Saudi Arabia,2017,Hepatitis,9.6,3.92,9.61,61+,1,96.91,0.86,1.13,Vaccination,31230,No,54.78,3777,5.51,36138,0.71,32.44,Medium,False,True,False,False,False,False,False,False,False,False
Saudi Arabia,2022,Rabies,16.51,1.11,4.69,0-18,0,78.6,2.19,5.33,Surgery,33082,Yes,72.59,2177,0.68,58529,0.65,56.33,Very High,False,True,False,False,False,False,False,False,False,False
Australia,2012,Measles,15.02,7.12,2.18,36-60,2,65.34,4.48,7.92,Therapy,19326,Yes,98.9,1030,2.13,34374,0.77,33.49,Very High,False,False,False,False,False,False,False,False,True,False
Turkey,2007,Hypertension,11.03,10.28,0.87,36-60,0,91.81,0.97,8.61,Vaccination,16202,No,73.02,3141,5.1,72266,0.79,53.94,High,False,False,False,True,False,False,False,False,False,False
Saudi Arabia,2007,Tuberculosis,0.93,13.86,3.81,19-35,1,98.45,2.49,4.16,Surgery,23080,No,74.2,13,5.64,36196,0.71,61.98,Low,False,False,False,False,False,False,False,False,False,True
Canada,2023,Asthma,16.73,8.97,7.67,0-18,0,87.45,2.12,5.36,Medication,29829,Yes,64.75,4568,9.96,72405,0.66,84.13,Very High,False,True,False,False,False,False,False,False,False,False
Indonesia,2024,Leprosy,1.42,13.38,5.11,36-60,1,77.19,1.26,5.39,Medication,295,Yes,61.17,2688,4.38,71334,0.45,80.47,Low,False,False,False,False,False,True,False,False,False,False
Italy,2024,Dengue,0.41,7.14,9.49,36-60,2,74.63,2.69,9.49,Surgery,35545,Yes,93.57,620,1.71,77535,0.45,75.39,Low,False,False,False,False,False,False,True,False,False,False
Turkey,2010,Cholera,17.42,8.43,0.17,61+,1,84.18,0.89,0.61,Vaccination,47938,No,97.2,2663,5.78,99684,0.75,21.39,Very High,False,False,True,False,False,False,False,False,False,False
Brazil,2005,Hepatitis,0.38,10.13,5.58,19-35,2,51.07,1.22,9.18,Medication,39091,Yes,95.2,936,2.33,66491,0.43,52.99,Low,True,False,False,False,False,False,False,False,False,False
South Africa,2007,Asthma,10.82,13.59,2.95,19-35,2,88.63,1.8,5.36,Medication,34382,No,63.33,4816,8.47,64395,0.74,55.42,High,False,False,False,False,False,False,False,False,False,False
South Africa,2005,Hypertension,8.26,9.41,5.43,0-18,1,65.28,2.71,4.29,Surgery,33684,Yes,98.28,325,8.2,99890,0.89,76.18,Medium,False,False,False,True,False,False,False,False,False,False
Canada,2015,Alzheimer's Disease,9.55,2.32,8.49,61+,1,83.93,4.06,8.63,Medication,45395,Yes,90.7,2257,5.7,34645,0.73,37.48,Medium,False,False,True,False,False,False,False,False,False,False
Japan,2022,Polio,16.03,10.0,6.53,36-60,0,89.4,4.66,6.86,Surgery,2480,Yes,90.05,4204,5.91,65069,0.82,35.93,Very High,False,True,False,False,False,False,False,False,False,False
Brazil,2022,Cancer,8.95,4.13,0.24,19-35,1,59.23,4.75,3.23,Medication,18869,Yes,78.06,1286,7.52,24972,0.82,58.71,Medium,True,False,False,False,False,False,False,False,False,False
Germany,2008,Leprosy,10.37,2.99,2.97,61+,2,81.28,1.66,8.12,Medication,42037,Yes,55.31,2114,0.22,12754,0.7,38.47,High,False,False,False,False,False,False,True,False,False,False
Argentina,2009,Cancer,8.94,2.95,5.93,0-18,1,82.16,3.93,7.02,Therapy,1965,Yes,83.56,1296,2.13,25549,0.44,87.77,Medium,False,False,False,False,False,False,False,False,False,True
Turkey,2017,Asthma,18.87,8.74,8.54,61+,0,78.55,0.93,7.64,Vaccination,35211,No,69.94,4225,0.07,7852,0.65,78.67,Very High,False,False,False,False,False,False,False,True,False,False
Germany,2013,Polio,2.24,3.53,1.03,0-18,2,54.99,1.58,9.14,Therapy,48671,Yes,67.65,1444,6.93,2256,0.83,89.39,Low,False,False,False,False,True,False,False,False,False,False
India,2002,Ebola,0.39,1.24,6.52,61+,2,63.83,3.93,9.26,Surgery,42199,No,55.37,1274,6.12,32272,0.68,74.72,Low,False,False,False,True,False,False,False,False,False,False
Australia,2004,Parkinson's Disease,6.19,14.83,2.39,19-35,2,57.74,0.53,5.59,Therapy,46631,No,57.55,3405,9.12,11963,0.48,31.68,Medium,False,False,False,False,False,False,True,False,False,False
Argentina,2018,Polio,18.46,3.33,7.59,36-60,1,82.01,3.91,8.53,Vaccination,2630,No,89.73,885,6.37,97041,0.63,56.72,Very High,False,False,False,False,False,False,False,False,True,False
Germany,2007,Malaria,15.38,4.56,5.76,0-18,0,59.33,4.88,5.15,Vaccination,48327,No,57.27,207,4.01,78871,0.64,20.28,Very High,False,False,False,False,False,False,False,False,False,False
China,2011,COVID-19,8.95,1.56,4.52,61+,0,97.19,0.95,3.2,Therapy,11898,Yes,52.25,2260,6.41,71994,0.44,85.27,Medium,False,True,False,False,False,False,False,False,False,False
Saudi Arabia,2013,Ebola,4.07,0.92,5.99,36-60,0,51.85,2.89,6.92,Medication,10069,Yes,71.24,4920,1.79,80698,0.64,68.1,Low,False,False,False,False,False,False,False,True,False,False
UK,2019,COVID-19,11.73,4.17,4.81,0-18,2,84.74,4.35,3.21,Therapy,3800,No,75.9,3951,3.92,42676,0.68,46.83,High,False,False,False,False,False,False,False,False,True,False
France,2020,Rabies,16.01,3.82,8.82,0-18,0,54.77,3.58,9.37,Medication,44988,Yes,78.24,277,5.5,67938,0.77,37.47,Very High,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,2021,Hepatitis,6.28,7.27,1.58,0-18,1,99.43,0.99,3.08,Surgery,21418,Yes,54.24,3930,8.3,68171,0.75,66.73,Medium,False,False,False,False,False,False,False,False,False,False
Mexico,2008,COVID-19,7.32,11.43,9.81,0-18,1,86.8,4.98,6.12,Surgery,5410,Yes,82.4,242,9.83,50840,0.53,86.99,Medium,False,False,False,False,False,True,False,False,False,False
UK,2016,Polio,0.69,2.74,6.19,0-18,1,57.61,4.99,7.99,Therapy,2167,Yes,57.51,3044,3.87,17827,0.83,75.95,Low,False,False,False,False,False,False,False,False,False,True
Brazil,2017,Rabies,9.72,10.78,5.67,0-18,0,87.89,4.08,1.63,Surgery,22524,Yes,62.72,2645,6.75,89990,0.54,43.64,Medium,False,False,False,True,False,False,False,False,False,False
UK,2001,Diabetes,14.56,8.88,3.08,0-18,2,96.67,4.02,9.95,Therapy,40675,No,64.51,2834,5.68,97554,0.88,49.26,High,False,False,False,False,False,True,False,False,False,False
Japan,2021,Cholera,17.58,3.22,4.32,61+,1,88.34,4.21,3.25,Therapy,30842,Yes,73.68,3532,5.7,63709,0.48,67.99,Very High,True,False,False,False,False,False,False,False,False,False
UK,2004,Influenza,16.56,13.02,5.27,36-60,2,83.51,2.69,2.73,Surgery,28766,No,70.49,269,7.33,86223,0.71,62.46,Very High,False,False,False,True,False,False,False,False,False,False
USA,2019,Tuberculosis,14.96,4.47,5.87,19-35,2,72.12,1.21,1.42,Vaccination,28070,No,97.08,2575,9.97,45690,0.55,43.1,High,False,False,False,False,True,False,False,False,False,False
France,2013,Diabetes,17.93,2.91,9.95,36-60,2,65.71,2.01,8.5,Medication,19224,No,58.37,1693,1.4,17359,0.59,47.94,Very High,False,False,False,False,False,True,False,False,False,False
UK,2024,Parkinson's Disease,3.77,2.36,7.65,0-18,2,80.51,1.99,8.77,Therapy,586,Yes,83.7,181,1.2,72625,0.88,57.79,Low,False,False,False,False,False,False,False,False,True,False
Saudi Arabia,2024,HIV/AIDS,11.14,14.97,0.31,36-60,1,68.95,4.67,2.64,Medication,32077,No,92.81,332,3.26,45792,0.58,84.74,High,False,False,False,True,False,False,False,False,False,False
Saudi Arabia,2004,Diabetes,12.92,1.87,3.57,19-35,0,70.9,1.38,2.26,Vaccination,39456,No,53.1,2631,5.76,73560,0.61,45.77,High,False,False,True,False,False,False,False,False,False,False
Brazil,2021,Hypertension,0.36,5.99,4.59,61+,0,65.64,3.13,9.03,Surgery,21240,Yes,67.05,857,2.47,23941,0.73,38.6,Low,False,False,False,False,False,True,False,False,False,False
Saudi Arabia,2014,Zika,11.58,3.91,9.31,19-35,0,55.53,4.85,3.12,Vaccination,46460,Yes,64.06,3928,3.21,93442,0.68,25.64,High,False,False,False,False,False,False,True,False,False,False
Australia,2007,Ebola,9.5,12.87,7.19,0-18,1,76.76,1.56,9.81,Vaccination,39919,No,83.78,369,7.42,9990,0.74,87.77,Medium,False,False,True,False,False,False,False,False,False,False
Indonesia,2004,Cancer,2.75,14.1,1.72,36-60,1,70.78,2.73,5.18,Medication,46772,Yes,71.11,1153,7.68,72276,0.58,43.01,Low,False,True,False,False,False,False,False,False,False,False
Nigeria,2003,Rabies,10.16,4.64,0.74,36-60,2,52.57,0.71,4.1,Medication,29443,Yes,82.34,1007,6.25,16280,0.77,53.11,High,False,False,False,False,False,False,False,True,False,False
Germany,2007,Alzheimer's Disease,3.89,11.79,5.09,61+,2,73.08,3.19,6.56,Vaccination,41489,No,83.87,289,8.23,85047,0.67,23.04,Low,False,False,False,False,False,True,False,False,False,False
USA,2000,Cancer,16.87,4.94,3.83,36-60,2,61.37,3.21,1.06,Medication,40622,No,73.08,4108,8.01,43948,0.57,65.23,Very High,False,False,False,False,False,False,False,False,False,True
Saudi Arabia,2010,Alzheimer's Disease,16.66,13.12,7.11,61+,0,86.17,4.14,6.68,Therapy,25281,Yes,65.5,3139,4.45,21036,0.54,29.01,Very High,False,False,False,False,False,False,False,False,True,False
Germany,2020,Zika,9.79,4.62,4.7,61+,2,89.54,1.47,5.05,Vaccination,42973,Yes,52.03,3606,5.37,95578,0.84,75.36,Medium,False,False,True,False,False,False,False,False,False,False
UK,2021,Rabies,12.08,10.09,1.14,19-35,0,94.15,0.95,5.0,Surgery,13217,No,80.27,35,5.78,16905,0.82,77.07,High,False,False,False,False,True,False,False,False,False,False
Nigeria,2024,Diabetes,16.13,12.82,5.0,61+,1,51.52,1.65,4.99,Medication,12674,No,59.1,4610,1.7,37570,0.48,61.67,Very High,True,False,False,False,False,False,False,False,False,False
UK,2006,Hypertension,14.41,11.92,3.86,36-60,1,61.38,3.39,4.94,Therapy,33618,No,50.14,4213,7.86,45665,0.51,58.4,High,False,False,False,False,False,False,True,False,False,False
South Africa,2013,Diabetes,1.6,6.84,8.52,36-60,1,55.3,2.92,3.78,Therapy,11557,Yes,67.81,3679,4.91,16485,0.78,40.57,Low,False,False,False,False,False,False,False,True,False,False
UK,2002,HIV/AIDS,7.36,0.28,9.46,0-18,0,89.85,0.59,1.22,Medication,32618,No,93.09,1529,6.31,57449,0.7,61.43,Medium,True,False,False,False,False,False,False,False,False,False
Russia,2018,Hypertension,0.21,3.51,5.3,36-60,0,53.62,3.7,5.3,Therapy,19439,No,77.38,2007,6.78,61038,0.5,71.89,Low,False,False,False,False,False,False,False,False,True,False
Turkey,2007,Hepatitis,14.92,9.15,2.46,36-60,1,84.23,0.88,6.49,Therapy,10612,No,55.91,3240,3.22,48210,0.8,35.37,High,False,False,False,True,False,False,False,False,False,False
Germany,2002,Cancer,16.99,14.38,6.3,36-60,0,93.9,1.15,7.08,Therapy,7800,Yes,74.34,4509,9.36,32020,0.57,25.35,Very High,False,False,False,True,False,False,False,False,False,False
Nigeria,2010,Asthma,5.49,0.6,8.0,61+,2,64.25,3.49,8.09,Vaccination,19366,Yes,53.37,4389,9.6,99711,0.74,75.28,Medium,False,False,False,False,True,False,False,False,False,False
Nigeria,2008,Influenza,1.22,3.21,5.2,61+,2,81.51,3.49,5.51,Medication,9914,No,97.75,3858,7.02,94417,0.56,35.75,Low,False,False,False,False,False,False,False,True,False,False
Turkey,2022,Cancer,8.03,14.96,7.94,0-18,2,60.11,3.29,5.03,Vaccination,7988,Yes,72.57,182,8.91,66831,0.82,51.18,Medium,True,False,False,False,False,False,False,False,False,False
Indonesia,2000,Influenza,5.34,4.94,5.99,36-60,0,77.7,3.78,2.08,Surgery,28124,Yes,94.56,4420,7.73,18554,0.81,21.94,Medium,False,False,False,False,False,False,True,False,False,False
France,2006,Ebola,9.01,3.55,6.53,0-18,2,57.54,1.21,6.32,Surgery,2932,No,64.38,3280,6.27,74864,0.54,25.16,Medium,False,False,False,False,False,False,False,False,False,False
